C.D.S.  -  SIMBAD4 rel 1.5.11  -  2017.04.14CEST16:44:09

sptype >= 'L0' & sptype <= 'Y9'
-------------------------------

Number of objects : 1946

 #  |           identifier           |typ| coord1 (ICRS,J2000/2000)  |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
----|--------------------------------|---|---------------------------|------|------|------|------|------|---------------|----|----
1504|BRLT 101                        |BD*|09 26 59.461 -00 56 11.11  |     ~|     ~|     ~|     ~|     ~|L3.0           |   1|   0
1505|[SBD2011] 9                     |BD*|11 15 09.850 -61 15 34.44  |     ~|     ~|     ~|     ~|     ~|L5             |   1|   0
1506|WISE J062905.13+241804.9        |BD*|06 29 05.13 +24 18 04.9    |     ~|     ~|     ~|     ~|     ~|T2sb           |   2|   0
1507|2MASS J22120703+3430351         |BD*|22 12 07.039 +34 30 35.18  |     ~|     ~|     ~|     ~|     ~|L6             |   6|   0
1508|2MASS J01531463-6744181         |BD*|01 53 14.630 -67 44 18.20  |     ~|     ~|     ~|     ~|     ~|L3             |   4|   0
1509|SDSS J033726.69-002259.2        |BD*|03 37 26.698 -00 22 59.28  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1510|ULAS J102940.52+093514.6        |Ro*|10 29 40.52 +09 35 14.6    |     ~|     ~|     ~|     ~|     ~|T8             |   3|   0
1511|2MASS J00570555-0846241         |BD*|00 57 05.556 -08 46 24.19  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1512|EQ J0759-4904                   |BD*|07 59 46.98 -49 04 54.0    |     ~|     ~|     ~|     ~|     ~|T8             |   4|   0
1513|SDSS J090040.61+422721.5        |BD*|09 00 40.610 +42 27 21.54  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1514|2MASS J15472282-2139141         |BD*|15 47 22.82 -21 39 14.2    |     ~|     ~|     ~|     ~|     ~|L0             |   6|   0
1515|2MASS J12004635+1146056         |BD*|12 00 46.359 +11 46 05.61  |     ~|     ~|     ~|     ~|     ~|L0.5           |   1|   0
1516|ULAS2MASS J0207+1355            |BD*|02 07 35.571 +13 55 56.45  |     ~|     ~|     ~|     ~|     ~|L1.5           |  13|   0
1517|2MASS J07290002-3954043         |BD*|07 29 00.025 -39 54 04.40  |     ~|     ~|     ~|     ~|     ~|T8             |  16|   0
1518|2MASS J07550580+2116487         |BD*|07 55 05.803 +21 16 48.70  |     ~|     ~|     ~|     ~|     ~|L2             |   1|   0
1519|BRLT 111                        |BD*|09 44 20.357 +02 44 22.45  |     ~|     ~|     ~|     ~|     ~|L2.0           |   1|   0
1520|2MASS J15530228+1532369         |BD*|15 53 02.281 +15 32 36.91  |     ~|     ~|     ~|     ~|     ~|T7.0           |  34|   0
1521|BRLT 63                         |BD*|03 30 27.974 +05 36 26.64  |     ~|     ~|     ~|     ~|     ~|L1.0           |   1|   0
1522|2MASSI J1216216+445634          |BD*|12 16 21.613 +44 56 34.08  |     ~|     ~|     ~|     ~|     ~|L5             |   2|   0
1523|2MASS J10315064+3349595         |BD*|10 31 50.646 +33 49 59.56  |     ~|     ~|     ~|     ~|     ~|L2             |   1|   0
1524|WISE J174640.78-033818.0        |BD*|17 46 40.78 -03 38 18.0    |     ~|     ~|     ~|     ~|     ~|T6             |   3|   0
1525|2MASS J17453466-1640538         |BD*|17 45 34.66 -16 40 53.8    |     ~|     ~|     ~|     ~|17.11 |L1.5           |   8|   0
1526|2MASS J10255227+3212349         |BD*|10 25 52.276 +32 12 35.00  |     ~|     ~|     ~|     ~|     ~|L9             |  11|   0
1527|2MASS J10043929-3335189         |BD*|10 04 39.29 -33 35 18.9    |     ~|     ~|     ~|     ~|     ~|L4             |  10|   0
1528|2MASS J12061050+6242572         |BD*|12 06 10.507 +62 42 57.23  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
1529|2MASS J12035812+0015500         |BD*|12 03 58.127 +00 15 50.09  |     ~|     ~|     ~|     ~|     ~|L4             |  23|   1
1530|2MASS J13305233+1123009         |BD*|13 30 52.333 +11 23 00.93  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1531|ULAS J145243.59+065542.9        |BD*|14 52 43.59 +06 55 42.9    |     ~|     ~|     ~|     ~|     ~|T4.5           |   5|   0
1532|2MASS J09363385+0614582         |BD*|09 36 33.854 +06 14 58.22  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1533|ULAS J211045.62+000557.0        |NIR|21 10 45.623 +00 05 57.05  |     ~|     ~|     ~|     ~|     ~|L1.5           |   1|   0
1534|2MASS J11132060+0018516         |BD*|11 13 20.602 +00 18 51.69  |     ~|     ~|     ~|     ~|     ~|L0.5           |   1|   0
1535|BRLT 218                        |BD*|13 44 14.901 +09 24 05.00  |     ~|     ~|     ~|     ~|     ~|L6.0           |   1|   0
1536|ULAS J074502.79+233240.3        |Ro*|07 45 02.79 +23 32 40.3    |     ~|     ~|     ~|     ~|     ~|T9             |   2|   0
1537|2MASS J10055984+0358425         |BD*|10 05 59.843 +03 58 42.51  |     ~|     ~|     ~|     ~|     ~|L0             |   3|   0
1538|2MASS J05160945-0445499         |BD*|05 16 09.458 -04 45 49.94  |     ~|     ~|     ~|     ~|     ~|T5.5           |  16|   0
1539|2MASS J23352734+4511442         |BD*|23 35 27.340 +45 11 44.29  |     ~|     ~|     ~|     ~|     ~|L9pec          |   5|   0
1540|BRLT 48                         |BD*|02 47 03.410 -01 07 00.89  |     ~|     ~|     ~|     ~|     ~|L4.5           |   2|   0
1541|NAME WISE J1049-5319B           |BD*|10 49 18.9 -53 19 09       |     ~|     ~|     ~|     ~|     ~|T0.5           |  17|   0
1542|2MASS J11211858+4332464         |BD*|11 21 18.58 +43 32 46.5    |     ~|     ~|     ~|     ~|     ~|L5             |   8|   0
1543|2MASSI J0756252+124456          |BD*|07 56 25.291 +12 44 56.09  |     ~|     ~|     ~|     ~|     ~|L6V            |  11|   0
1544|2MASSI J1526140+204341          |BD*|15 26 14.050 +20 43 41.46  |     ~|     ~|     ~|     ~|     ~|L5             |  20|   0
1545|BRLT 78                         |BD*|08 48 49.716 +07 15 12.03  |     ~|     ~|     ~|     ~|     ~|L1.0           |   1|   0
1546|EQ J1436-1814                   |BD*|14 36 02.19 -18 14 21.8    |     ~|     ~|     ~|     ~|     ~|T8pec          |   4|   0
1547|EQ J1822-6750                   |BD?|18 22 38.60 -67 50 03.9    |     ~|     ~|     ~|     ~|     ~|T9             |   1|   0
1548|BRLT 243                        |BD*|14 27 18.337 +01 12 06.27  |     ~|     ~|     ~|     ~|     ~|T0.0           |   1|   0
1549|2MASS J08593854+6341355         |BD*|08 59 38.542 +63 41 35.55  |     ~|     ~|     ~|     ~|     ~|L0             |   5|   0
1550|2MASS J03572695-4417305         |BD*|03 57 26.958 -44 17 30.56  |     ~|     ~|     ~|     ~|17.86 |L0             |  21|   3
1551|2MASS J05021345+1442367         |BD*|05 02 13.453 +14 42 36.78  |     ~|     ~|     ~|     ~|     ~|L0             |   3|   0
1552|2MASS J13023465+5126012         |BD*|13 02 34.654 +51 26 01.27  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1553|2MASS J09521869+0823245         |BD*|09 52 18.693 +08 23 24.57  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
1554|2MASS J06022216+6336391         |BD*|06 02 22.164 +63 36 39.11  |     ~|     ~|     ~|     ~|     ~|L2             |   5|   0
1555|2MASS J14034793+3513125         |BD*|14 03 47.934 +35 13 12.53  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1556|2MASS J20040310-2637448         |BD*|20 04 03.108 -26 37 44.81  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1557|2MASS J16452211-1319516         |BD*|16 45 22.11 -13 19 51.7    |     ~|     ~|     ~|     ~|     ~|L1             |  26|   1
1558|2MASS J08292820+3439538         |BD*|08 29 28.202 +34 39 53.89  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1559|2MASS J16360752+2336011         |BD*|16 36 07.53 +23 36 01.1    |     ~|     ~|     ~|     ~|     ~|L1             |   2|   0
1560|WISE J073444.02-715744.0        |BD*|07 34 44.022 -71 57 44.05  |     ~|     ~|     ~|     ~|     ~|Y0             |   7|   0
1561|2MASS J11480502+0203509         |BD*|11 48 05.021 +02 03 50.97  |     ~|     ~|     ~|     ~|     ~|L1             |   7|   0
1562|2MASS J14023175+0148301         |BD*|14 02 31.760 +01 48 30.20  |     ~|     ~|     ~|     ~|     ~|L1             |   7|   0
1563|WDS J08503+1057Bb               |BD*|08 50 35.941 +10 57 15.54  |     ~|     ~|     ~|     ~|     ~|L6             |   3|   0
1564|G 239-25B                       |BD*|14 42 22.05 +66 03 20.5    |     ~|     ~|16.0  |     ~|     ~|L0             |   3|   0
1565|2MASS J15485834-1636018         |BD*|15 48 58.340 -16 36 01.86  |     ~|     ~|     ~|19.93 |17.04 |L2             |   4|   0
1566|2MASS J10001708+3218306         |BD*|10 00 17.084 +32 18 30.62  |     ~|     ~|     ~|     ~|     ~|L2             |   3|   0
1567|2MASS J21203483-0747378         |BD*|21 20 34.835 -07 47 37.81  |     ~|     ~|     ~|     ~|     ~|L2             |   1|   0
1568|2MASS J09053102+1954334         |BD*|09 05 31.024 +19 54 33.45  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1569|BRLT 82                         |BD*|08 53 11.701 +03 21 47.56  |     ~|     ~|     ~|     ~|     ~|L1.0           |   1|   0
1570|2MASS J08570164+0238034         |BD*|08 57 01.647 +02 38 03.40  |     ~|     ~|     ~|     ~|     ~|L2             |   1|   0
1571|2MASS J13170479+1012219         |BD*|13 17 04.792 +10 12 21.97  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1572|CFBDS J092250+152741            |BD*|09 22 50.12 +15 27 41.4    |     ~|     ~|     ~|     ~|     ~|T7.0           |   5|   0
1573|2MASS J11553952-3727350         |BD*|11 55 39.527 -37 27 35.06  |     ~|     ~|     ~|     ~|     ~|L2             |  27|   0
1574|2MASS J01282664-5545343         |BD*|01 28 26.648 -55 45 34.32  |     ~|     ~|     ~|     ~|17.067|L1             |  13|   0
1575|2MASS J10121109+0351374         |BD*|10 12 11.097 +03 51 37.43  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1576|2MASS J21140802-2251358         |BD*|21 14 08.026 -22 51 35.84  |     ~|     ~|     ~|     ~|     ~|L7+1           |  38|   0
1577|WISE J181243.14+200746.4        |BD*|18 12 43.14 +20 07 46.4    |     ~|     ~|     ~|     ~|     ~|T9             |   2|   0
1578|2MASS J09545318+0316453         |BD*|09 54 53.190 +03 16 45.39  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
1579|2MASSW J0740096+321203          |BD*|07 40 09.67 +32 12 03.2    |     ~|     ~|     ~|     ~|     ~|L4.5V          |  10|   0
1580|2MASS J11550087+2307058         |BD*|11 55 00.878 +23 07 05.82  |     ~|     ~|     ~|     ~|     ~|L4             |  21|   2
1581|2MASS J14063322+3604498         |BD*|14 06 33.229 +36 04 49.81  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1582|2MASS J17073334+4301304         |BD*|17 07 33.348 +43 01 30.43  |     ~|     ~|     ~|     ~|     ~|L0.5           |  16|   0
1583|2MASS J12350820+0615138         |BD*|12 35 08.208 +06 15 13.82  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
1584|2MASS J14304358+2915405         |BD*|14 30 43.589 +29 15 40.56  |     ~|     ~|     ~|     ~|     ~|L0.5           |  11|   0
1585|ULAS J160143.75+264623.4        |Ro*|16 01 43.75 +26 46 23.4    |     ~|     ~|     ~|     ~|     ~|T6.5           |   1|   0
1586|2MASS J16051015+0421521         |BD*|16 05 10.151 +04 21 52.14  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1587|2MASS J01535422+1404532         |BD*|01 53 54.227 +14 04 53.23  |     ~|     ~|     ~|     ~|     ~|L0             |   3|   0
1588|2MASS J10365305-3441380         |BD*|10 36 53.059 -34 41 38.09  |     ~|     ~|     ~|     ~|     ~|L9             |  12|   0
1589|2MASS J10043591+5657572         |BD*|10 04 35.919 +56 57 57.23  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1590|2MASS J09243237+0149460         |BD*|09 24 32.379 +01 49 46.05  |     ~|     ~|     ~|     ~|     ~|L2.5           |   1|   0
1591|WISEP J174124.26+255319.5       |BD*|17 41 24.259 +25 53 19.66  |     ~|     ~|     ~|     ~|     ~|T9             |  10|   0
1592|2MASSI J1645220+300407          |BD*|16 45 22.073 +30 04 07.19  |     ~|     ~|     ~|     ~|     ~|L3             |   6|   0
1593|2MASSW J1047539+212423          |BD*|10 47 53.85 +21 24 23.5    |     ~|     ~|     ~|     ~|     ~|T6.5           |  58|   2
1594|2MASS J11583447+0944346         |BD*|11 58 34.478 +09 44 34.64  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1595|SDSS J121001.96+030739.2        |*  |12 10 01.969 +03 07 39.55  |     ~|     ~|     ~|     ~|     ~|L1.5           |   2|   0
1596|NAME VVV BD001                  |BD*|17 26 40.2 -27 38 03       |     ~|     ~|     ~|     ~|     ~|L5             |   1|   0
1597|2MASS J10440942+0429376         |BD*|10 44 09.424 +04 29 37.70  |     ~|     ~|     ~|     ~|     ~|L8.5           |  12|   0
1598|2MASS J00452143+1634446         |BD*|00 45 21.433 +16 34 44.70  |     ~|     ~|     ~|     ~|     ~|L3.5           |  32|   1
1599|* eta Cnc B                     |BD*|08 32 31.784 +20 27 00.00  |     ~|     ~|     ~|     ~|     ~|L3.5           |   2|   0
1600|2MASS J03510423+4810477         |BD*|03 51 04.231 +48 10 47.78  |     ~|     ~|     ~|     ~|     ~|T1             |   9|   1
1601|2MASS J16302295+0818221         |BD*|16 30 22.96 +08 18 22.2    |     ~|     ~|     ~|     ~|     ~|T5.5           |   7|   0
1602|2MASS J16081843-2232248         |BD*|16 08 18.44 -22 32 24.8    |     ~|     ~|     ~|     ~|     ~|L0             |  13|   0
1603|2MASS J13233597-1806379         |BD*|13 23 35.98 -18 06 37.9    |     ~|     ~|     ~|     ~|     ~|L0             |   6|   0
1604|2MASS J07231462+5727081         |BD*|07 23 14.623 +57 27 08.18  |     ~|     ~|     ~|     ~|     ~|L1             |   4|   0
1605|WISE J200520.38+542433.9        |BD*|20 05 20.38 +54 24 33.9    |     ~|     ~|     ~|     ~|     ~|sdT8           |   4|   0
1606|2MASSW J2101154+175658          |BD*|21 01 15.44 +17 56 58.7    |     ~|     ~|     ~|     ~|     ~|L7+L8          |  23|   0
1607|2MASS J04430581-3202090         |BD*|04 43 05.81 -32 02 09.0    |     ~|     ~|     ~|     ~|     ~|L5             |   6|   2
1608|2MASS J11145133-2618235         |BD*|11 14 51.337 -26 18 23.56  |     ~|     ~|     ~|     ~|     ~|T7.5           |  28|   0
1609|ULAS J131943.77+120900.2        |*  |13 19 43.77 +12 09 00.2    |     ~|     ~|     ~|     ~|     ~|T5p            |   4|   0
1610|ULAS J102935.20+062028.5        |NIR|10 29 35.201 +06 20 28.57  |     ~|     ~|     ~|     ~|     ~|L9             |   1|   0
1611|EQ J0744+5628                   |BD*|07 44 57.15 +56 28 21.8    |     ~|     ~|     ~|     ~|     ~|T8             |   3|   0
1612|2MASS J11061197+2754225         |BD*|11 06 11.919 +27 54 21.58  |     ~|     ~|     ~|     ~|     ~|T2.5           |  15|   1
1613|2MASS J12564581+1514435         |BD*|12 56 45.813 +15 14 43.51  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1614|2MASSW J1728114+394859          |BD*|17 28 11.501 +39 48 59.31  |     ~|     ~|     ~|     ~|     ~|L5+L6.5        |  42|   0
1615|BRLT 198                        |BD*|13 11 06.963 -01 37 42.37  |     ~|     ~|     ~|     ~|     ~|L3.0           |   1|   0
1616|2MASSW J0920122+351742          |BD*|09 20 12.24 +35 17 43.0    |     ~|     ~|     ~|     ~|     ~|L6.5V          |  37|   0
1617|2MASS J11221030+3404329         |BD*|11 22 10.302 +34 04 32.97  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
1618|2MASS J22092183-2711329         |BD*|22 09 21.838 -27 11 32.96  |     ~|     ~|     ~|     ~|     ~|T2.5           |   3|   0
1619|WISE J045746.08-020719.2        |BD*|04 57 46.088 -02 07 19.24  |     ~|     ~|     ~|     ~|     ~|T2             |   2|   0
1620|2MASS J07415784+0531568         |BD*|07 41 57.841 +05 31 56.86  |     ~|     ~|     ~|     ~|     ~|L1             |   2|   0
1621|ULAS J164301.34+322407.2        |BD?|16 43 01.34 +32 24 07.2    |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
1622|SDSS J235835.45-000909.5        |BD*|23 58 35.455 -00 09 09.57  |     ~|     ~|     ~|     ~|     ~|L0.0           |   2|   0
1623|2MASSI J0753321+291711          |BD*|07 53 32.172 +29 17 11.93  |     ~|     ~|     ~|     ~|     ~|L2V            |  12|   0
1624|[HBT2010] 1                     |BD?|16 25 49.480 -24 20 02.09  |     ~|     ~|     ~|     ~|     ~|T4.5           |   2|   0
1625|2MASS J15512087+4329303         |BD*|15 51 20.873 +43 29 30.39  |     ~|     ~|     ~|     ~|     ~|L3             |   2|   0
1626|WISE J115013.85+630241.5        |BD*|11 50 13.88 +63 02 40.7    |     ~|     ~|     ~|     ~|     ~|T8             |   4|   0
1627|HD 203030B                      |BD*|21 18 58.97 +26 13 46.1    |     ~|     ~|     ~|     ~|     ~|L7.5           |  42|   0
1628|SDSS J005349.11-011354.5        |BD*|00 53 49.112 -01 13 54.47  |     ~|     ~|     ~|     ~|     ~|L0.0           |   2|   0
1629|2MASS J08364635+0526426         |BD*|08 36 46.360 +05 26 42.66  |     ~|     ~|     ~|     ~|     ~|L0             |   3|   0
1630|2MASS J06073908+2429574         |BD*|06 07 39.084 +24 29 57.45  |     ~|     ~|     ~|     ~|     ~|L9             |   8|   0
1631|2MUCD 20480                     |BD*|13 26 20.099 -27 29 37.09  |     ~|     ~|     ~|     ~|     ~|L7             |  10|   0
1632|EQ J2313-8037                   |BD*|23 13 36.40 -80 37 00.3    |     ~|     ~|     ~|     ~|     ~|T8             |   5|   0
1633|SDSS J164916.89+464340.0        |BD*|16 49 16.89 +46 43 40.0    |     ~|     ~|     ~|     ~|     ~|L4.5           |   3|   0
1634|2MASS J00033475-0012587         |BD*|00 03 34.758 -00 12 58.78  |     ~|     ~|     ~|     ~|     ~|L1.5           |   1|   0
1635|2MASS J09035580+0914435         |BD*|09 03 55.800 +09 14 43.52  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1636|WISE J152305.10+312537.6        |BD*|15 23 05.10 +31 25 37.6    |     ~|     ~|     ~|     ~|     ~|T6.5pec        |   4|   0
1637|2MASS J16014087+2159449         |BD*|16 01 40.878 +21 59 44.98  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
1638|EQ J1629+2545                   |BD?|16 29 50.00 +25 45 25.9    |     ~|     ~|     ~|     ~|     ~|T7.5           |   1|   0
1639|2MASS J11183876+3125441         |BD*|11 18 38.768 +31 25 44.16  |     ~|     ~|     ~|     ~|     ~|T8.5           |   6|   0
1640|2MASS J06160532-4557080         |BD*|06 16 05.327 -45 57 08.08  |     ~|     ~|     ~|     ~|     ~|L2             |   2|   0
1641|ULAS J085342.94+000651.8        |*  |08 53 42.94 +00 06 51.8    |     ~|     ~|     ~|     ~|     ~|T6p            |   4|   0
1642|BRLT 237                        |BD*|14 17 10.016 +13 17 37.11  |     ~|     ~|     ~|     ~|     ~|L4.0           |   1|   0
1643|CFBDS J214139-033739            |BD*|21 41 39.77 -03 37 39.1    |     ~|     ~|     ~|     ~|     ~|T1.0           |   2|   0
1644|2MUCD 12054                     |BD*|20 57 54.094 -02 52 30.26  |     ~|     ~|     ~|     ~|     ~|L1             |  40|   0
1645|EQ J0952+1955                   |BD*|09 52 59.29 +19 55 07.3    |     ~|     ~|     ~|     ~|     ~|T6             |   4|   0
1646|2MASS J21395208+2148397         |*  |21 39 52.081 +21 48 39.72  |     ~|     ~|     ~|     ~|     ~|L2.0           |   1|   0
1647|BRLT 182                        |BD*|12 38 45.965 +12 47 37.75  |     ~|     ~|     ~|     ~|     ~|T3.0           |   1|   0
1648|BRLT 206                        |BD*|13 24 10.216 +02 50 40.66  |     ~|     ~|     ~|     ~|     ~|L2.0           |   1|   0
1649|CFBDS J145847+061402            |BD*|14 58 47.93 +06 14 02.9    |     ~|     ~|     ~|     ~|     ~|T2.0           |   2|   0
1650|2MASS J17503293+1759042         |BD*|17 50 32.94 +17 59 04.3    |     ~|     ~|     ~|     ~|     ~|T3.5           |  38|   0
1651|EQ J0627-1114                   |BD*|06 27 20.07 -11 14 28.8    |     ~|     ~|     ~|     ~|     ~|T6             |   4|   0
1652|WISE J125715.90+400854.2        |BD*|12 57 15.90 +40 08 54.2    |     ~|     ~|     ~|     ~|     ~|T7             |   2|   0
1653|ULAS J230049.08+070338.0        |Ro*|23 00 49.08 +07 03 38.0    |     ~|     ~|     ~|     ~|     ~|T4.5           |   2|   0
1654|2MASSI J1231214+495923          |BD*|12 31 21.411 +49 59 23.43  |     ~|     ~|     ~|     ~|     ~|L2             |   4|   0
1655|2MASS J22495345+0044046         |BD*|22 49 53.46 +00 44 04.7    |     ~|     ~|     ~|     ~|     ~|L3+L5          |  33|   0
1656|WISEP J232802.12+134545.2       |BD*|23 28 02.026 +13 45 44.79  |     ~|     ~|     ~|     ~|     ~|T7             |   4|   0
1657|2MASS J12373441+3028596         |BD*|12 37 34.42 +30 28 59.6    |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1658|ULAS J235618.01+075420.5        |BD*|23 56 17.907 +07 54 21.88  |     ~|     ~|     ~|     ~|     ~|T0.0           |   3|   0
1659|2MASS J09113067+2859085         |BD*|09 11 30.675 +28 59 08.58  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1660|EQ J0614+3912                   |BD*|06 14 07.49 +39 12 36.4    |     ~|     ~|     ~|     ~|     ~|T6             |   3|   0
1661|2MASS J15515237+0941148         |BD*|15 51 52.379 +09 41 14.89  |     ~|     ~|     ~|     ~|     ~|L2             |  13|   0
1662|WISE J125015.56+262846.9        |BD*|12 50 15.56 +26 28 46.9    |     ~|     ~|     ~|     ~|     ~|T6.5           |   3|   0
1663|2MASSW J1239272+551537          |BD*|12 39 27.273 +55 15 37.16  |     ~|     ~|     ~|     ~|     ~|L5V            |  26|   0
1664|2MASS J20484222-5127435         |BD*|20 48 42.229 -51 27 43.52  |     ~|     ~|     ~|     ~|     ~|L2pec          |   2|   0
1665|2MASS J09214562+3152022         |BD*|09 21 45.623 +31 52 02.29  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1666|2MASS J00521232+0012172         |BD*|00 52 12.322 +00 12 17.25  |     ~|     ~|     ~|     ~|     ~|L2             |   5|   0
1667|2MASS J16231308+3950419         |BD*|16 23 13.089 +39 50 41.99  |     ~|     ~|     ~|     ~|     ~|L3             |   1|   0
1668|2MASS J12252397-0215599         |BD*|12 25 23.977 -02 15 59.90  |     ~|     ~|     ~|     ~|     ~|L3             |   1|   0
1669|2MASS J11582077+0435014         |BD*|11 58 20.774 +04 35 01.50  |     ~|     ~|     ~|     ~|     ~|sdL7           |   7|   0
1670|BRLT 99                         |BD*|09 26 46.810 -01 51 50.04  |     ~|     ~|     ~|     ~|     ~|L5.0           |   1|   0
1671|2MASS J17410280-4642218         |BD*|17 41 02.807 -46 42 21.85  |     ~|     ~|     ~|     ~|     ~|L7             |   8|   0
1672|2MASS J07551528+2934453         |BD*|07 55 15.29 +29 34 45.3    |     ~|     ~|     ~|     ~|     ~|L3.5           |   4|   0
1673|2MASS J04463362-2430014         |BD*|04 46 33.623 -24 30 01.42  |     ~|     ~|     ~|     ~|     ~|L5pec          |   2|   0
1674|2MASSW J1743415+212707          |BD*|17 43 41.49 +21 27 07.0    |     ~|     ~|     ~|     ~|     ~|L2.5V          |   5|   0
1675|2MASS J10533931+6423515         |BD*|10 53 39.314 +64 23 51.52  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1676|2MASS J06020638+4043588         |BD*|06 02 06.385 +40 43 58.89  |     ~|     ~|     ~|     ~|     ~|T4.5           |   9|   0
1677|2MASS J12123389+0206280         |BD*|12 12 33.895 +02 06 28.05  |     ~|     ~|     ~|     ~|     ~|L1             |   2|   0
1678|UGCS J054009.31-022632.6        |BD*|05 40 09.32 -02 26 32.6    |     ~|     ~|     ~|     ~|20.55 |L0             |   9|   0
1679|2MASS J09490311+2649442         |BD*|09 49 03.120 +26 49 44.30  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1680|2MASS J15150607+4436483         |BD*|15 15 06.078 +44 36 48.31  |     ~|     ~|     ~|     ~|     ~|L7.5           |   8|   0
1681|WISE J154352.78-043909.5        |BD*|15 43 52.833 -04 39 09.34  |     ~|     ~|     ~|     ~|     ~|T4.5           |   3|   0
1682|2MASS J16443814+2846147         |BD*|16 44 38.145 +28 46 14.75  |     ~|     ~|     ~|     ~|     ~|L2             |   2|   0
1683|BD+06 2986B                     |PM*|15 04 57.656 +05 38 00.83  |     ~|     ~|     ~|     ~|23.85 |T6.5           |  10|   1
1684|2MASS J08433323+1024470         |BD*|08 43 33.235 +10 24 47.06  |     ~|     ~|     ~|     ~|     ~|L2             |   5|   0
1685|2MASS J15301287+5147169         |BD*|15 30 12.87 +51 47 16.9    |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1686|2MASS J09570856-0219199         |BD*|09 57 08.565 -02 19 19.91  |     ~|     ~|     ~|     ~|     ~|L0.5           |   1|   0
1687|HD 49197B                       |BD*|06 49 21.40 +43 45 33.1    |     ~|     ~|     ~|     ~|     ~|L4             |  12|   1
1688|2MASS J12144964+0453314         |BD*|12 14 49.640 +04 53 31.43  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
1689|ULAS J120621.03+101802.9        |Ro*|12 06 21.03 +10 18 02.9    |     ~|     ~|     ~|     ~|     ~|T5             |   1|   0
1690|ULAS J081918.58+210310.8        |Ro*|08 19 18.579 +21 03 11.25  |     ~|     ~|     ~|     ~|     ~|T5.5           |   2|   0
1691|ULAS J120444.67-015034.8        |Ro*|12 04 44.67 -01 50 34.9    |     ~|     ~|     ~|     ~|     ~|T5.5           |   2|   0
1692|EQ J2344+1034                   |BD*|23 44 46.25 +10 34 15.8    |     ~|     ~|     ~|     ~|     ~|T9             |   5|   0
1693|ULAS J094331.49+085849.2        |*  |09 43 31.49 +08 58 49.2    |     ~|     ~|     ~|     ~|     ~|T5p            |   2|   0
1694|2MASS J12560183-1257276         |Pl?|12 56 02.151 -12 57 21.71  |     ~|     ~|     ~|     ~|     ~|L8.0           |   9|   0
1695|EQ J0612-4920                   |BD*|06 12 08.69 -49 20 23.8    |     ~|     ~|     ~|     ~|     ~|T3.5           |   2|   0
1696|2MASS J08180221+5829211         |BD*|08 18 02.219 +58 29 21.15  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1697|2MASSI J2158045-155009          |BD*|21 58 04.575 -15 50 09.88  |     ~|     ~|     ~|20.771|18.582|L4             |  31|   0
1698|2MASS J08350622+1953050         |BD*|08 35 06.229 +19 53 05.05  |     ~|     ~|     ~|     ~|     ~|L5             |  18|   0
1699|2MASS J10132796+3520536         |BD*|10 13 27.96 +35 20 53.6    |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1700|2MASS J12060248+2813293         |BD*|12 06 02.49 +28 13 29.3    |     ~|     ~|     ~|     ~|     ~|T3             |  12|   1
1701|ULAS J105235.42+001632.7        |*  |10 52 35.42 +00 16 32.7    |     ~|     ~|     ~|     ~|     ~|T5             |   2|   0
