C.D.S.  -  SIMBAD4 rel 1.5.11  -  2017.04.14CEST16:44:09

sptype >= 'L0' & sptype <= 'Y9'
-------------------------------

Number of objects : 1946

 #  |           identifier           |typ| coord1 (ICRS,J2000/2000)  |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
----|--------------------------------|---|---------------------------|------|------|------|------|------|---------------|----|----
1143|2MASS J22591388-0051581         |BD*|22 59 13.90 -00 51 58.2    |     ~|     ~|     ~|     ~|     ~|L2             |   5|   0
1144|BRLT 97                         |BD*|09 24 32.140 +00 58 35.65  |     ~|     ~|     ~|     ~|     ~|L0.0           |   1|   0
1145|2MASS J15341810+0656120         |BD*|15 34 18.105 +06 56 12.08  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
1146|2MASS J14353572-0043471         |BD*|14 35 35.73 -00 43 47.1    |     ~|     ~|     ~|     ~|     ~|L2.5           |  11|   0
1147|BRLT 290                        |BD*|15 25 02.101 +08 33 44.06  |     ~|     ~|     ~|     ~|     ~|T2.0           |   2|   0
1148|2MASS J11472421-2040204         |BD*|11 47 24.214 -20 40 20.44  |     ~|     ~|     ~|     ~|     ~|L7V            |   5|   0
1149|2MASS J16254152+1528140         |BD*|16 25 41.530 +15 28 14.03  |     ~|     ~|     ~|     ~|     ~|T4.5           |   3|   0
1150|2MASS J15030952+1153228         |BD*|15 03 09.528 +11 53 22.89  |     ~|     ~|     ~|     ~|     ~|L2             |   2|   0
1151|2MASS J15080814+0815275         |BD*|15 08 08.143 +08 15 27.55  |     ~|     ~|     ~|     ~|     ~|L0.5           |   1|   0
1152|2MASS J16062665+6837268         |BD*|16 06 26.658 +68 37 26.87  |     ~|     ~|     ~|     ~|     ~|L2             |   1|   0
1153|EQ J0239+7040                   |BD?|02 39 59.80 +70 40 20.4    |     ~|     ~|     ~|     ~|     ~|T8             |   1|   0
1154|2MASS J15474719-2423493         |BD*|15 47 47.196 -24 23 49.37  |     ~|     ~|     ~|     ~|17.16 |L0             |  11|   0
1155|2MASS J21453394+0007367         |BD*|21 45 33.942 +00 07 36.78  |     ~|     ~|     ~|     ~|     ~|L2             |   1|   0
1156|2MASS J17312974+2721233         |BD*|17 31 29.750 +27 21 23.35  |     ~|20.1  |     ~|17.6  |14.9  |L0             |  23|   0
1157|EQ J1653-1600                   |BD?|16 53 42.80 -16 00 10.0    |     ~|     ~|     ~|     ~|     ~|T7.5           |   1|   0
1158|ULAS J022200.43-002410.5        |BD*|02 22 00.43 -00 24 10.5    |     ~|     ~|     ~|     ~|     ~|T5             |   4|   0
1159|SSSPM J0124-4240                |BD*|01 23 59.056 -42 40 07.38  |     ~|18.0  |19.0  |19.41 |16.28 |L0.5           |   8|   0
1160|2MASSI J2330225-034718          |BD*|23 30 22.585 -03 47 18.97  |     ~|     ~|     ~|     ~|     ~|L1             |   5|   0
1161|2MASSW J1615441+355900          |BD*|16 15 44.168 +35 59 00.55  |     ~|     ~|     ~|     ~|     ~|L3V            |  22|   0
1162|2MASS J13313310+3407583         |BD*|13 31 33.101 +34 07 58.32  |     ~|     ~|     ~|     ~|     ~|L1             |  11|   0
1163|2MUCD 20388                     |BD*|10 51 19.002 +56 13 08.63  |     ~|     ~|     ~|     ~|     ~|L2             |   8|   0
1164|CFBDS J204803-183212            |BD*|20 48 03.61 -18 32 12.8    |     ~|     ~|     ~|     ~|     ~|T4.5           |   2|   0
1165|2MASS J11500627+0954189         |BD*|11 50 06.270 +09 54 18.91  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1166|2MASS J12504567+4418551         |BD*|12 50 45.670 +44 18 55.16  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1167|[HBT2010] 4                     |BD?|16 25 56.030 -24 34 00.94  |     ~|     ~|     ~|     ~|     ~|T4.5           |   2|   0
1168|2MASS J12543762+2938328         |BD*|12 54 37.626 +29 38 32.89  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1169|2MASSI J2026158-294312          |BD*|20 26 15.846 -29 43 12.48  |     ~|     ~|     ~|     ~|     ~|L1             |   8|   0
1170|2MASS J13375038+2636512         |BD*|13 37 50.387 +26 36 51.21  |     ~|     ~|     ~|     ~|     ~|T5             |   2|   0
1171|WISE J204356.42+622048.9        |BD*|20 43 56.42 +62 20 48.9    |     ~|     ~|     ~|     ~|     ~|T1.5           |   4|   0
1172|2MASS J23192137+7645437         |BD*|23 19 21.371 +76 45 43.78  |     ~|     ~|     ~|     ~|     ~|L4             |   1|   0
1173|2MASS J13271524+0759375         |BD*|13 27 15.247 +07 59 37.52  |     ~|     ~|     ~|     ~|     ~|L1             |   2|   0
1174|NAME BPS CS 29504-0036B         |BD*|01 39 42.9 -34 42 37       |     ~|     ~|     ~|     ~|     ~|L8             |  10|   1
1175|2MASS J09034756+0114462         |BD*|09 03 47.564 +01 14 46.29  |     ~|     ~|     ~|     ~|     ~|L3             |   3|   0
1176|2MASS J09311309+2802289         |BD*|09 31 13.096 +28 02 28.91  |     ~|     ~|     ~|     ~|     ~|L3             |   3|   0
1177|2MASSI J0010001-203112          |BD*|00 10 00.095 -20 31 12.26  |     ~|     ~|     ~|     ~|     ~|L0             |   4|   0
1178|2MASS J08452021+3605515         |BD*|08 45 20.219 +36 05 51.52  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1179|2MASS J08400161+4517522         |BD*|08 40 01.610 +45 17 52.25  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1180|2MASS J15415690+0553503         |BD*|15 41 56.904 +05 53 50.35  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
1181|2MASS J11334475+1311269         |BD*|11 33 44.760 +13 11 26.99  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
1182|BRLT 103                        |BD*|09 35 12.577 +01 23 47.62  |     ~|     ~|     ~|     ~|     ~|L5.5           |   1|   0
1183|2MASS J16360078-0034525         |BD*|16 36 00.785 -00 34 52.56  |     ~|     ~|     ~|     ~|     ~|L0             |   9|   0
1184|2MASS J22380742+4353179         |BD*|22 38 07.42 +43 53 17.9    |     ~|     ~|     ~|     ~|     ~|L1.5           |   5|   0
1185|2MASS J08410686+6035067         |BD*|08 41 06.862 +60 35 06.79  |     ~|     ~|     ~|     ~|     ~|L4             |   2|   0
1186|2MASS J12525363+3421387         |BD*|12 52 53.637 +34 21 38.71  |     ~|     ~|     ~|     ~|     ~|L2             |   1|   0
1187|2MUCD 11946                     |BD*|20 02 50.732 -05 21 52.42  |     ~|     ~|     ~|     ~|     ~|L5.5           |  17|   0
1188|CFBDS J203737-192202            |BD*|20 37 37.07 -19 22 02.9    |     ~|     ~|     ~|     ~|     ~|T0.0           |   2|   0
1189|BRLT 33                         |BD*|01 41 03.309 +13 18 32.64  |     ~|     ~|     ~|     ~|     ~|L3.5           |   2|   0
1190|WISE J195436.15+691541.3        |BD*|19 54 36.15 +69 15 41.3    |     ~|     ~|     ~|     ~|     ~|T5.5           |   2|   0
1191|WISE J140533.32+835030.5        |BD*|04 05 33.32 +83 50 30.5    |     ~|     ~|     ~|     ~|     ~|L8             |   2|   0
1192|ULAS J233104.12+042652.6        |Ro*|23 31 04.12 +04 26 52.6    |     ~|     ~|     ~|     ~|     ~|T4             |   1|   0
1193|BRLT 260                        |BD*|14 48 12.930 -00 00 18.66  |     ~|     ~|     ~|     ~|     ~|L2.0           |   1|   0
1194|WISE J235716.49+122741.8        |BD*|23 57 16.49 +12 27 41.8    |     ~|     ~|     ~|     ~|     ~|T6             |   3|   0
1195|2MASS J15230657-2347526         |BD*|15 23 06.574 -23 47 52.64  |     ~|     ~|     ~|20.42 |17.33 |L2.5           |   4|   0
1196|2MASS J13114227+3629235         |BD*|13 11 42.272 +36 29 23.59  |     ~|     ~|     ~|     ~|     ~|L5pec          |   4|   0
1197|WISEA J040443.50-642030.0       |BD*|04 04 43.50 -64 20 30.0    |     ~|     ~|     ~|     ~|     ~|T9             |   1|   0
1198|ULAS J022603.18+070231.4        |Ro*|02 26 03.18 +07 02 31.4    |     ~|     ~|     ~|     ~|     ~|T7             |   1|   0
1199|2MASS J13485229+1251368         |BD*|13 48 52.296 +12 51 36.88  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1200|NAME WISE J1711+3500            |BD*|17 11 04.60 +35 00 36.8    |     ~|     ~|     ~|     ~|     ~|T8+T9.5        |   7|   0
1201|2MASS J14565815+0701047         |BD*|14 56 58.160 +07 01 04.79  |     ~|     ~|     ~|     ~|     ~|L4             |   2|   0
1202|2MASS J15310888+0601112         |BD*|15 31 08.882 +06 01 11.25  |     ~|     ~|     ~|     ~|     ~|L1             |   4|   0
1203|ULAS J132048.12+102910.6        |*  |13 20 48.12 +10 29 10.6    |     ~|     ~|     ~|     ~|     ~|T5             |   3|   0
1204|2MASS J10525975+3344066         |BD*|10 52 59.756 +33 44 06.60  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1205|2MASS J07400712+2009216         |BD*|07 40 07.120 +20 09 21.69  |     ~|     ~|     ~|     ~|     ~|L6             |   5|   0
1206|EQ J1018-2445                   |BD*|10 18 08.05 -24 45 57.7    |     ~|     ~|     ~|     ~|     ~|T8             |   3|   0
1207|EQ J1738+2732                   |BD*|17 38 35.534 +27 32 59.10  |     ~|     ~|     ~|     ~|     ~|Y0             |  30|   0
1208|ULAS J020944.30+133924.7        |*  |02 09 44.300 +13 39 24.70  |     ~|     ~|     ~|     ~|     ~|T5.5           |   1|   0
1209|EQ J0513+0608                   |BD*|05 13 17.28 +06 08 14.7    |     ~|     ~|     ~|     ~|     ~|T6.5           |   3|   0
1210|2MASS J16235981-0508066         |BD*|16 23 59.815 -05 08 06.67  |     ~|     ~|     ~|     ~|     ~|L1             |   2|   0
1211|2MASS J07483864+1743329         |BD*|07 48 38.642 +17 43 33.00  |     ~|     ~|     ~|     ~|     ~|L5             |   3|   0
1212|WISE J200804.71-083428.5        |BD*|20 08 04.71 -08 34 28.5    |     ~|     ~|     ~|     ~|     ~|T5.5           |   2|   0
1213|2MASS J13043568+1542521         |BD*|13 04 35.682 +15 42 52.14  |     ~|     ~|     ~|     ~|     ~|L6+T6?         |   1|   0
1214|EQ J1627+3255                   |BD*|16 27 25.64 +32 55 25.5    |     ~|     ~|     ~|     ~|     ~|T6             |   5|   0
1215|2MASSW J0015447+351603          |BD*|00 15 44.766 +35 16 02.64  |     ~|     ~|     ~|     ~|     ~|L2V            |  27|   0
1216|2MASSW J1237392+652515          |BD*|12 37 39.2 +65 25 15       |     ~|     ~|     ~|     ~|     ~|T7             |   2|   0
1217|2MASS J02125051+0024118         |BD*|02 12 50.517 +00 24 11.80  |     ~|     ~|     ~|     ~|     ~|L1             |   1|   0
1218|2MASS J14400180+0021457         |BD*|14 40 01.807 +00 21 45.76  |     ~|     ~|     ~|     ~|     ~|L1             |   7|   1
1219|WISE J035000.32-565830.2        |BD*|03 50 00.328 -56 58 30.23  |     ~|     ~|     ~|     ~|     ~|Y1             |  10|   0
1220|CFBDS J025805-145534            |BD*|02 58 05.92 -14 55 34.3    |     ~|     ~|     ~|     ~|     ~|T4.5           |   2|   0
1221|ULAS J141623.94+134836.3        |BD*|14 16 23.94 +13 48 36.3    |     ~|     ~|     ~|     ~|     ~|T7.5p          |  23|   1
1222|2MASS J02103986+0026245         |BD*|02 10 39.868 +00 26 24.51  |     ~|     ~|     ~|     ~|     ~|L1.5           |   1|   0
1223|2MASS J21574904-5534420         |BD*|21 57 49.044 -55 34 42.05  |     ~|     ~|     ~|     ~|17.36 |L2             |   5|   0
1224|2MASS J15525906+2948485         |BD*|15 52 59.069 +29 48 48.58  |     ~|     ~|     ~|     ~|     ~|L1             |  21|   1
1225|BRLT 16                         |BD*|00 50 38.205 -00 03 36.66  |     ~|     ~|     ~|     ~|     ~|L2.0           |   2|   0
1226|WISE J024714.52+372523.5        |BD*|02 47 14.52 +37 25 23.5    |     ~|     ~|     ~|     ~|     ~|T8             |   3|   0
1227|2MASS J14390470+0205268         |BD*|14 39 04.71 +02 05 26.8    |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1228|WISE J174556.65+645933.8        |BD*|17 45 56.65 +64 59 33.8    |     ~|     ~|     ~|     ~|     ~|T7             |   3|   0
1229|BRLT 236                        |BD*|14 14 05.688 +01 07 09.30  |     ~|     ~|     ~|     ~|     ~|L3.5           |   1|   0
1230|[BZR99] S Ori 65                |BD*|05 38 26.1 -02 23 05       |     ~|     ~|     ~|     ~|23.23 |L3.5           |   9|   0
1231|USNO-B1.0 0703-00025105         |BD*|02 19 28.075 -19 38 41.63  |     ~|     ~|     ~|19.788|17.320|L2             |  11|   0
1232|ULAS J153406.06+055643.9        |Ro*|15 34 06.06 +05 56 43.9    |     ~|     ~|     ~|     ~|     ~|T5             |   2|   0
1233|2MASSI J0243137-245329          |BD*|02 43 13.72 -24 53 29.8    |     ~|     ~|     ~|     ~|     ~|T6.0           |  37|   0
1234|2MASS J09205549+4539058         |BD*|09 20 55.492 +45 39 05.83  |     ~|     ~|     ~|     ~|     ~|L9.5           |   6|   0
1235|2MASS J13492175+0836181         |BD*|13 49 21.759 +08 36 18.17  |     ~|     ~|     ~|     ~|     ~|L1.5           |   1|   0
1236|2MASS J13582575+4234342         |BD*|13 58 25.758 +42 34 34.27  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1237|2MASS J01085925-1045462         |BD*|01 08 59.254 -10 45 46.27  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1238|2MASS J03001631+2130205         |BD*|03 00 16.310 +21 30 20.50  |     ~|     ~|     ~|     ~|     ~|L4.5           |   3|   0
1239|2MASS J15552614+0017204         |BD*|15 55 26.15 +00 17 20.5    |     ~|     ~|     ~|     ~|     ~|L0             |   5|   0
1240|2MASS J00531899-3631102         |BD*|00 53 18.993 -36 31 10.29  |     ~|     ~|     ~|     ~|     ~|L4             |  11|   0
1241|2MASS J13161436+2133298         |BD*|13 16 14.362 +21 33 29.82  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1242|2MASSI J1108307+683017          |BD*|11 08 30.819 +68 30 16.95  |     ~|     ~|     ~|19.3  |16.6  |L1             |  26|   0
1243|[SBD2011] 7                     |BD*|11 15 07.060 -61 14 59.93  |     ~|     ~|     ~|     ~|     ~|L2             |   1|   0
1244|BRLT 163                        |BD*|12 13 20.564 +15 02 35.13  |     ~|     ~|     ~|     ~|     ~|L1.0           |   1|   0
1245|2MASS J02062493+2640237         |BD*|02 06 25.26 +26 40 23.6    |     ~|     ~|     ~|     ~|     ~|L9pec          |   7|   0
1246|2MASS J09360011+0431480         |BD*|09 36 00.116 +04 31 48.02  |     ~|     ~|     ~|     ~|     ~|L3             |   2|   0
1247|WISEP J153417.03+161547.0       |BD*|15 34 17.11 +16 15 46.4    |     ~|     ~|     ~|     ~|     ~|T1.5+T5.5      |  15|   0
1248|2MASSW J1102337-235945          |BD*|11 02 33.75 -23 59 46.4    |     ~|     ~|     ~|     ~|     ~|L4.5V          |   7|   0
1249|2MASS J09202645+2651583         |BD*|09 20 26.456 +26 51 58.37  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1250|2MUCD 11538                     |BD*|16 15 42.552 +49 53 21.17  |     ~|     ~|     ~|     ~|     ~|L4             |  21|   0
1251|ULAS J074720.07+245516.3        |Ro*|07 47 20.07 +24 55 16.3    |     ~|     ~|     ~|     ~|     ~|T6.5           |   1|   0
1252|2MASS J12565688+0146163         |BD*|12 56 56.886 +01 46 16.33  |     ~|     ~|     ~|     ~|18.198|L2             |   6|   0
1253|2MASS J11544223-3400390         |BD*|11 54 42.232 -34 00 39.06  |     ~|     ~|     ~|     ~|17.90 |L0             |  12|   1
1254|2MASS J14252798-3650229         |BD*|14 25 27.983 -36 50 23.00  |     ~|     ~|     ~|     ~|     ~|L4             |  18|   0
1255|2MASS J14182962-3538060         |BD*|14 18 29.626 -35 38 06.04  |     ~|     ~|     ~|     ~|     ~|L1.5           |   2|   0
1256|BRLT 275                        |BD*|15 11 14.516 +06 07 41.12  |     ~|     ~|     ~|     ~|     ~|T2.0           |   1|   0
1257|SDSS J230722.58-005746.6        |BD*|23 07 22.589 -00 57 46.61  |     ~|     ~|     ~|     ~|     ~|L1.0           |   2|   0
1258|2MASS J08554113+0919440         |BD*|08 55 41.131 +09 19 44.07  |     ~|     ~|     ~|     ~|     ~|L3             |   1|   0
1259|2MASS J08032279+1238458         |BD*|08 03 22.796 +12 38 45.82  |     ~|     ~|     ~|     ~|     ~|L3             |   3|   0
1260|2MASS J11594076+5409386         |BD*|11 59 40.769 +54 09 38.62  |     ~|     ~|     ~|     ~|     ~|L2             |   1|   0
1261|NAME 2M 2140+16 b               |Pl |21 40 29.318 +16 25 18.33  |     ~|     ~|     ~|     ~|     ~|L2             |   4|   1
1262|WISE J201546.27+664645.1        |BD*|20 15 46.27 +66 46 45.1    |     ~|     ~|     ~|     ~|     ~|T8             |   3|   0
1263|WISE J004945.61+215120.0        |BD*|00 49 45.61 +21 51 20.0    |     ~|     ~|     ~|     ~|     ~|T8.5           |   4|   0
1264|BRLT 186                        |BD*|12 40 52.926 +11 29 40.49  |     ~|     ~|     ~|     ~|     ~|L1.0           |   1|   0
1265|NAME WISE J1711+3500A           |BD*|17 11 04.60 +35 00 36.8    |     ~|     ~|     ~|     ~|     ~|T8             |   2|   0
1266|2MASS J00160844-0043021         |*  |00 16 08.44 -00 43 02.1    |     ~|     ~|     ~|     ~|     ~|L5.5           |   5|   0
1267|2MASS J16314206+2433598         |BD*|16 31 42.069 +24 33 59.80  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1268|ULAS J152526.25+095814.3        |*  |15 25 26.25 +09 58 14.3    |     ~|     ~|     ~|     ~|     ~|T6.5           |   3|   0
1269|2MASS J12090655+3233264         |BD*|12 09 06.550 +32 33 26.46  |     ~|     ~|     ~|     ~|     ~|L0             |   1|   0
1270|LP 738-14 B                     |BD*|13 48 02.908 -13 44 07.17  |     ~|     ~|     ~|     ~|     ~|T5.5           |   6|   0
1271|ULAS J141756.22+133045.8        |Ro*|14 17 56.248 +13 30 45.57  |     ~|     ~|     ~|     ~|     ~|T5.5           |   5|   0
1272|2MASS J07414920+2351275         |BD*|07 41 49.21 +23 51 27.5    |     ~|     ~|     ~|     ~|     ~|T5             |  13|   0
1273|2MASS J03301774+0000477         |BD*|03 30 17.74 +00 00 47.8    |     ~|     ~|     ~|     ~|     ~|L0             |   5|   0
1274|2MASS J07351967+4108510         |BD*|07 35 19.674 +41 08 51.03  |     ~|     ~|     ~|     ~|     ~|L0             |   2|   0
1275|EQ J2226+0440                   |BD*|22 26 23.05 +04 40 03.9    |     ~|     ~|     ~|     ~|     ~|T8             |   5|   0
1276|2MASS J16073799-2242468         |BD*|16 07 37.99 -22 42 46.8    |     ~|     ~|     ~|     ~|     ~|L0             |  13|   0
1277|2MASS J16532970+6231364         |BD*|16 53 29.707 +62 31 36.49  |     ~|     ~|     ~|     ~|     ~|L1.5           |  10|   1
1278|[BMZ2001] S Ori J053810.1-023626|BD*|05 38 10.10 -02 36 26.0    |     ~|     ~|     ~|     ~|     ~|T6             |  44|   1
1279|[HBT2010] 13                    |BD?|16 27 30.180 -24 39 24.66  |     ~|     ~|     ~|     ~|     ~|T5             |   2|   0
1280|2MASS J21522609+0937575         |BD*|21 52 26.091 +09 37 57.53  |     ~|     ~|     ~|     ~|     ~|L6+L6          |   8|   0
1281|ULAS J150135.33+082215.2        |BD*|15 01 35.33 +08 22 15.2    |     ~|     ~|     ~|     ~|     ~|T4.5           |   3|   0
1282|2MUCD 10176                     |BD*|03 18 54.037 -34 21 29.22  |     ~|     ~|     ~|     ~|     ~|L7             |  17|   0
1283|2MASS J23312938+1552228         |BD*|23 31 29.386 +15 52 22.86  |     ~|     ~|     ~|     ~|     ~|L0             |   3|   0
1284|NAME WISE J1217+1626A           |BD*|12 17 56.91 +16 26 40.8    |     ~|     ~|     ~|     ~|     ~|T9             |   5|   0
1285|ULAS J134940.81+091833.3        |*  |13 49 40.81 +09 18 33.3    |     ~|     ~|     ~|     ~|     ~|T7             |   4|   0
1286|EQ J0138-0322                   |BD*|01 38 36.59 -03 22 21.2    |     ~|     ~|     ~|     ~|     ~|T3             |   3|   0
1287|2MASSI J1506544+132106          |BD*|15 06 54.411 +13 21 06.08  |     ~|     ~|     ~|     ~|     ~|L3             |  69|   0
1288|ULAS J004757.40+154641.4        |BD*|00 47 57.323 +15 46 41.56  |     ~|     ~|     ~|     ~|     ~|T2.0           |   3|   0
